score,title,likereview,dislikereview,country,rometype,intimelong,people,inrometime,reviewtime,help_vote,unhelp_vote
8.0,Very good,,,United Kingdom,Club Double Room,3 nights ·,Solo traveller,February 2022,5 February 2022,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,January 2022,3 February 2022,,
9.0,Superb,,,United Kingdom,Deluxe Twin Room,2 nights ·,Solo traveller,January 2022,2 February 2022,,
8.0,Very good,,,United Kingdom,Superior Double Room,1 night ·,Family,January 2022,2 February 2022,,
7.0,Good,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,February 2022,2 February 2022,,
9.0,Superb,,,Romania,Superior Double Room,1 night ·,Couple,February 2022,1 February 2022,,
9.0,Superb,,,United Kingdom,Superior Double Room,1 night ·,Couple,January 2022,31 January 2022,,
7.0,Good,,,United Kingdom,Superior Double Room,1 night ·,Solo traveller,January 2022,31 January 2022,,
9.2,Superb,,,United Kingdom,Superior Double Room,1 night ·,Solo traveller,January 2022,31 January 2022,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,2 nights ·,Family,January 2022,30 January 2022,,
8.0,Very good,,,United Kingdom,Club Double Room,2 nights ·,Couple,January 2022,30 January 2022,,
9.0,Superb,,,Nigeria,Deluxe Twin Room,3 nights ·,Group,January 2022,30 January 2022,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,5 nights ·,Solo traveller,January 2022,29 January 2022,,
8.0,Very good,,,Ireland,Club Double Room,2 nights ·,Group,January 2022,27 January 2022,,
7.0,Good,,,Nigeria,Deluxe Double Room,2 nights ·,Solo traveller,January 2022,27 January 2022,,
9.0,Superb,,,Spain,Superior Double Room,2 nights ·,Couple,January 2022,27 January 2022,,
9.0,Superb,,,United Kingdom,Superior Double Room,1 night ·,Couple,January 2022,26 January 2022,,
7.0,Good,,,United Kingdom,Superior Double Room,1 night ·,Couple,December 2021,25 January 2022,,
8.0,Very good,,,United Kingdom,Superior Double Room,1 night ·,Couple,December 2021,24 January 2022,,
7.0,Good,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,January 2022,24 January 2022,,
9.0,Superb,,,United Kingdom,Superior Double Room,1 night ·,Couple,January 2022,23 January 2022,,
9.0,Superb,,,United Kingdom,Superior Double Room,1 night ·,Couple,January 2022,23 January 2022,,
9.0,Superb,,,United Kingdom,Club Double Room,1 night ·,Couple,January 2022,22 January 2022,,
8.0,Very good,,,Nigeria,Deluxe Double Room,2 nights ·,Solo traveller,January 2022,20 January 2022,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,December 2021,19 January 2022,,
9.0,Superb,,,Montenegro,Superior Double Room,5 nights ·,Solo traveller,January 2022,19 January 2022,,
9.0,Superb,,,Montenegro,Deluxe Twin Room,2 nights ·,Solo traveller,January 2022,19 January 2022,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,December 2021,19 January 2022,,
7.0,Good,,,Sri Lanka,Deluxe Double Room,3 nights ·,Solo traveller,January 2022,19 January 2022,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,December 2021,19 January 2022,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,January 2022,16 January 2022,,
9.0,Superb,,,United Kingdom,Club Double Room,1 night ·,Couple,January 2022,16 January 2022,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,January 2022,16 January 2022,,
9.0,Superb,,,United Kingdom,Superior Double Room,8 nights ·,Solo traveller,January 2022,16 January 2022,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,January 2022,16 January 2022,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,January 2022,16 January 2022,,
9.0,Superb,,,United Kingdom,Superior Double Room,2 nights ·,Couple,January 2022,15 January 2022,,
8.0,Very good,,,United Kingdom,Superior Double Room,1 night ·,Couple,December 2021,15 January 2022,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,1 night ·,Group,December 2021,15 January 2022,,
9.0,Superb,,,United Kingdom,Superior Double Room,3 nights ·,Couple,December 2021,15 January 2022,,
8.0,very good,,,Portugal,Superior Double Room,2 nights ·,Solo traveller,January 2022,13 January 2022,,
8.0,Very good,,,United Kingdom,Superior Double Room,3 nights ·,Solo traveller,January 2022,12 January 2022,,
9.0,Superb,,,United Kingdom,Deluxe Twin Room,2 nights ·,Family,January 2022,10 January 2022,,
9.0,Superb,,,United Kingdom,Superior Double Room,3 nights ·,Group,January 2022,9 January 2022,,
9.0,Superb,,,United Kingdom,Superior Double Room,2 nights ·,Couple,December 2021,8 January 2022,,
9.0,Superb,,,United Kingdom,Superior Double Room,1 night ·,Couple,December 2021,8 January 2022,,
8.0,Very good,,,United Kingdom,Superior Double Room,2 nights ·,Couple,January 2022,7 January 2022,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,December 2021,7 January 2022,,
8.0,Very good,,,United Kingdom,Superior Double Room,1 night ·,Group,October 2021,6 January 2022,,
7.0,Good,,,United Kingdom,Superior Double Room,1 night ·,Group,January 2022,6 January 2022,,
8.0,Very good,,,Trinidad and Tobago,Superior Double Room,4 nights ·,Couple,January 2022,6 January 2022,,
8.0,Very good,,,United Kingdom,Superior Double Room,1 night ·,Couple,January 2022,4 January 2022,,
7.0,Good,,,United Kingdom,Superior Double Room,1 night ·,Group,December 2021,4 January 2022,,
8.0,Very good,,,India,Superior Double Room,1 night ·,Group,January 2022,3 January 2022,,
9.0,Superb,,,United Kingdom,Superior Double Room,3 nights ·,Couple,December 2021,3 January 2022,,
9.6,Exceptional,,,United Kingdom,Superior Double Room,3 nights ·,Couple,January 2022,2 January 2022,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,October 2021,2 January 2022,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,2 nights ·,Solo traveller,December 2021,2 January 2022,,
8.0,Very good,,,United Kingdom,Deluxe Twin Room,2 nights ·,Family,December 2021,2 January 2022,,
8.0,Very good,,,United Kingdom,Superior Double Room,1 night ·,Couple,December 2021,2 January 2022,,
7.0,Good,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,January 2022,1 January 2022,,
9.0,Superb,,,Greece,Superior Double Room,1 night ·,Solo traveller,December 2021,1 January 2022,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,December 2021,1 January 2022,,
7.0,Good,,,Malta,Deluxe Double Room,3 nights ·,Couple,December 2021,30 December 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,December 2021,30 December 2021,,
8.0,Very good,,,France,Superior Double Room,2 nights ·,Solo traveller,December 2021,30 December 2021,,
8.0,Very good,,,United Kingdom,Superior Double Room,1 night ·,Couple,December 2021,29 December 2021,,
9.0,Superb,,,Australia,Deluxe Twin Room,1 night ·,Group,December 2021,29 December 2021,,
8.0,Very good,,,United Kingdom,Superior Double Room,2 nights ·,Couple,December 2021,28 December 2021,,
8.0,Very good,,,United Kingdom,Club Double Room,2 nights ·,Couple,December 2021,28 December 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,December 2021,26 December 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,2 nights ·,Couple,December 2021,25 December 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,December 2021,24 December 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,December 2021,24 December 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,1 night ·,Solo traveller,December 2021,23 December 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,1 night ·,Solo traveller,December 2021,23 December 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,November 2021,22 December 2021,,
8.0,Very good,,,United Kingdom,Superior Double Room,3 nights ·,Solo traveller,December 2021,21 December 2021,,
7.0,Good,,,United Kingdom,Superior Double Room,1 night ·,Couple,November 2021,21 December 2021,,
7.0,Good,,,Saudi Arabia,Club Double Room,2 nights ·,Couple,December 2021,21 December 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,3 nights ·,Couple,December 2021,20 December 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,1 night ·,Couple,December 2021,20 December 2021,,
8.0,Very good,,,United Kingdom,Superior Double Room,1 night ·,Couple,December 2021,19 December 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,2 nights ·,Couple,November 2021,18 December 2021,,
8.0,Very good,,,United Kingdom,Superior Double Room,1 night ·,Couple,December 2021,17 December 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,1 night ·,Couple,December 2021,16 December 2021,,
8.0,Very good,,,United Kingdom,Superior Double Room,1 night ·,Family,October 2021,16 December 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,December 2021,13 December 2021,,
8.0,Very good,,,United Kingdom,Superior Double Room,2 nights ·,Group,December 2021,13 December 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,1 night ·,Solo traveller,December 2021,11 December 2021,,
7.0,Good,,,United Kingdom,Superior Double Room,1 night ·,Solo traveller,December 2021,11 December 2021,,
8.0,very present stay clean comfortable excellent location,,,United Kingdom,Superior Double Room,1 night ·,Couple,November 2021,11 December 2021,,
7.0,Good,,,United Kingdom,Club Double Room,1 night ·,Solo traveller,December 2021,10 December 2021,,
8.0,Very good,,,United Kingdom,Superior Double Room,2 nights ·,Couple,December 2021,8 December 2021,,
8.0,Very good,,,United Kingdom,Superior Double Room,7 nights ·,Solo traveller,December 2021,6 December 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,December 2021,5 December 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,1 night ·,Couple,December 2021,3 December 2021,,
8.0,Very good,,,Israel,Deluxe Double Room,5 nights ·,Family,November 2021,3 December 2021,,
8.0,Very good,,,United Kingdom,Club Double Room,2 nights ·,Couple,December 2021,2 December 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,1 night ·,Couple,November 2021,29 November 2021,,
7.0,Good,,,United Kingdom,Superior Double Room,1 night ·,Couple,November 2021,29 November 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,October 2021,28 November 2021,,
8.0,Very good,,,Ireland,Deluxe Double Room,4 nights ·,Couple,November 2021,28 November 2021,,
9.0,Superb,,,Saudi Arabia,Superior Double Room,2 nights ·,Family,November 2021,27 November 2021,,
8.0,Very good,,,United Kingdom,Club Double Room,2 nights ·,Couple,October 2021,27 November 2021,,
7.0,Good,,,Oman,Superior Double Room,6 nights ·,Solo traveller,November 2021,27 November 2021,,
8.0,Very good,,,United Kingdom,Club Double Room,3 nights ·,Couple,November 2021,26 November 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,1 night ·,Solo traveller,November 2021,26 November 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,4 nights ·,Group,November 2021,26 November 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,November 2021,25 November 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,3 nights ·,Family,October 2021,25 November 2021,,
9.0,Superb,,,United Kingdom,Deluxe Twin Room,1 night ·,Family,November 2021,25 November 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,2 nights ·,Solo traveller,November 2021,23 November 2021,,
7.0,Good,,,United Kingdom,Deluxe Double Room,2 nights ·,Solo traveller,November 2021,23 November 2021,,
9.0,Superb,,,United States,Deluxe Double Room,1 night ·,Couple,November 2021,23 November 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,1 night ·,Group,November 2021,22 November 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,November 2021,22 November 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,2 nights ·,Couple,November 2021,22 November 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,November 2021,21 November 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,2 nights ·,Solo traveller,November 2021,21 November 2021,,
9.0,"Very comfortable stay, friendly staff, excellent location.",,,United Kingdom,Superior Double Room,2 nights ·,Couple,October 2021,21 November 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,November 2021,20 November 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,2 nights ·,Family,November 2021,18 November 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,1 night ·,Group,November 2021,18 November 2021,,
7.0,Good,,,Nigeria,Superior Double Room,3 nights ·,Solo traveller,November 2021,17 November 2021,,
8.0,Very good,,,United Kingdom,Club Double Room,2 nights ·,Couple,November 2021,16 November 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,3 nights ·,Couple,November 2021,15 November 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,1 night ·,Couple,November 2021,15 November 2021,,
8.0,Very good,,,United Kingdom,Club Twin Room,4 nights ·,Family,November 2021,15 November 2021,,
7.0,Good,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,November 2021,15 November 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,1 night ·,Couple,November 2021,15 November 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,November 2021,14 November 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,November 2021,14 November 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,2 nights ·,Couple,November 2021,13 November 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,2 nights ·,Solo traveller,November 2021,12 November 2021,,
9.0,Superb,,,United Kingdom,Deluxe Twin Room,1 night ·,Family,September 2021,12 November 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,2 nights ·,Couple,November 2021,11 November 2021,,
9.0,Superb,,,France,Superior Double Room,1 night ·,Couple,November 2021,11 November 2021,,
8.0,Very good,,,United Kingdom,Superior Double Room,1 night ·,Solo traveller,October 2021,11 November 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,4 nights ·,Couple,October 2021,9 November 2021,,
8.0,Very good,,,United Kingdom,Deluxe Twin Room,5 nights ·,Group,October 2021,9 November 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,November 2021,9 November 2021,,
8.0,Very good,,,Ireland,Deluxe Double Room,2 nights ·,Couple,November 2021,8 November 2021,,
9.0,Superb,,,Nigeria,Deluxe Double Room,2 nights ·,Solo traveller,November 2021,6 November 2021,,
8.0,Very good,,,United Kingdom,Superior Double Room,1 night ·,Couple,October 2021,5 November 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,2 nights ·,Couple,October 2021,5 November 2021,,
7.0,Good,,,United Kingdom,Superior Double Room,1 night ·,Couple,November 2021,4 November 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,2 nights ·,Couple,November 2021,3 November 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,1 night ·,Solo traveller,November 2021,2 November 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,October 2021,2 November 2021,,
8.0,Very good,,,United Kingdom,Superior Double Room,1 night ·,Solo traveller,November 2021,2 November 2021,,
9.0,Superb,,,Ireland,Superior Double Room,3 nights ·,Couple,October 2021,1 November 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,2 nights ·,Couple,October 2021,31 October 2021,,
8.0,Very good,,,United Kingdom,Club Double Room,2 nights ·,Family,October 2021,31 October 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,October 2021,31 October 2021,,
8.0,Very good,,,United Kingdom,Superior Double Room,1 night ·,Group,October 2021,31 October 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,2 nights ·,Couple,October 2021,31 October 2021,,
8.0,Very good,,,Ireland,Deluxe Twin Room,3 nights ·,Family,October 2021,30 October 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,5 nights ·,Couple,October 2021,29 October 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,1 night ·,Couple,October 2021,29 October 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,October 2021,29 October 2021,,
9.0,Superb,,,Ireland,Deluxe Double Room,3 nights ·,Couple,October 2021,29 October 2021,,
9.0,Superb,,,Canada,Superior Double Room,2 nights ·,Couple,October 2021,29 October 2021,,
7.0,Good,,,United Kingdom,Superior Double Room,2 nights ·,Family,October 2021,27 October 2021,,
7.0,Good,,,Ireland,Superior Double Room,3 nights ·,Couple,October 2021,27 October 2021,,
8.0,Very good,,,Ireland,Superior Double Room,3 nights ·,Couple,October 2021,26 October 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,3 nights ·,Couple,October 2021,25 October 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,3 nights ·,Couple,October 2021,25 October 2021,,
8.0,Very good,,,Guernsey,Superior Double Room,3 nights ·,Couple,October 2021,25 October 2021,,
9.0,Would stay there again,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,October 2021,25 October 2021,,
7.0,Good,,,United Kingdom,Club Double Room,1 night ·,Family,October 2021,25 October 2021,,
8.0,Very good,,,United Kingdom,Superior Double Room,2 nights ·,Couple,October 2021,24 October 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,1 night ·,Couple,October 2021,24 October 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,October 2021,24 October 2021,,
7.0,Good,,,United Kingdom,Superior Double Room,3 nights ·,Couple,October 2021,22 October 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,1 night ·,Couple,October 2021,21 October 2021,,
9.0,Superb,,,United Kingdom,Superior Double Room,1 night ·,Solo traveller,October 2021,21 October 2021,,
8.0,Very good,,,United Kingdom,Superior Double Room,1 night ·,Couple,October 2021,20 October 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,3 nights ·,Couple,October 2021,20 October 2021,,
9.0,The staff were lovely and the room was great . It was worth the money .,,,United Kingdom,Superior Double Room,1 night ·,Solo traveller,October 2021,18 October 2021,,
9.0,Superb,,,Ireland,Superior Double Room,2 nights ·,Couple,October 2021,18 October 2021,,
9.0,Superb,,,United Kingdom,Deluxe Double Room,3 nights ·,Couple,October 2021,18 October 2021,,
8.0,Very good,,,United Kingdom,Superior Double Room,3 nights ·,Couple,October 2021,17 October 2021,,
8.0,Very good,,,United Kingdom,Deluxe Double Room,2 nights ·,Couple,October 2021,16 October 2021,,
